user_id,acquisition_channel,signup_date,first_transaction_date,churned,retained,tx_frequency_30d,tx_frequency_60,tx_frequency_90,cac_usd,ltv_90_usd
1634,Referrals,2025-01-16,2025-01-17,True,False,3,4,4,4,491.36
1635,Social Media,2025-06-10,,True,False,0,0,0,8,0.0
1636,Organic Search,2025-02-14,2025-02-27,True,False,1,2,2,6,154.24
1637,Paid Ads,2025-04-26,2025-04-30,False,True,5,9,15,12,666.63
1638,Referrals,2025-04-04,2025-04-14,False,True,4,8,11,4,1225.28
1639,Organic Search,2025-05-31,,False,True,0,0,0,6,0.0
1640,Referrals,2025-03-07,2025-03-19,False,True,5,7,14,4,1836.08
1641,Paid Ads,2025-06-23,2025-07-04,True,False,3,4,4,12,181.03
1642,Social Media,2025-04-08,,True,False,0,0,0,8,0.0
1643,Social Media,2025-01-19,,True,False,0,0,0,8,0.0
1644,Social Media,2025-06-25,2025-07-09,True,False,2,2,2,8,71.92
1645,Referrals,2025-04-04,,False,True,0,0,0,4,0.0
1646,Referrals,2025-04-14,2025-04-18,False,True,6,9,12,4,964.49
1647,Social Media,2025-03-14,,True,False,0,0,0,8,0.0
1648,Referrals,2025-06-11,2025-06-22,False,True,6,11,16,4,2008.45
1649,Social Media,2025-05-18,2025-05-26,True,False,3,4,4,8,169.88
1650,Paid Ads,2025-06-04,,True,False,0,0,0,12,0.0
1651,Organic Search,2025-03-24,,False,True,0,0,0,6,0.0
1652,Social Media,2025-04-18,2025-05-02,True,False,3,3,3,8,117.24
1653,Paid Ads,2025-05-05,2025-05-17,True,False,1,2,2,12,96.26
1654,Referrals,2025-01-20,2025-01-22,False,True,6,12,14,4,1508.38
1655,Social Media,2025-05-13,2025-05-25,False,True,2,5,12,8,311.38
1656,Social Media,2025-01-20,,True,False,0,0,0,8,0.0
1657,Social Media,2025-06-14,2025-06-20,True,False,2,2,2,8,62.92
1658,Referrals,2025-05-11,2025-05-13,False,True,1,5,12,4,990.96
1659,Organic Search,2025-04-05,2025-04-19,False,True,1,3,7,6,413.55
1660,Paid Ads,2025-06-29,2025-07-11,True,False,2,3,3,12,154.85
1661,Referrals,2025-03-15,2025-03-16,False,True,1,3,7,4,630.56
1662,Referrals,2025-05-28,2025-06-01,False,True,3,6,8,4,1134.9
1663,Paid Ads,2025-03-22,,False,True,0,0,0,12,0.0
1664,Paid Ads,2025-01-18,,True,False,0,0,0,12,0.0
1665,Social Media,2025-01-27,,True,False,0,0,0,8,0.0
1666,Paid Ads,2025-06-18,,False,True,0,0,0,12,0.0
1667,Referrals,2025-06-07,,False,True,0,0,0,4,0.0
1668,Paid Ads,2025-05-16,,True,False,0,0,0,12,0.0
1669,Organic Search,2025-03-19,,True,False,0,0,0,6,0.0
1670,Referrals,2025-02-08,2025-02-14,False,True,4,9,13,4,1270.85
1671,Referrals,2025-02-04,,True,False,0,0,0,4,0.0
1672,Referrals,2025-02-17,2025-02-25,False,True,4,11,12,4,1362.95
1673,Referrals,2025-01-08,2025-01-10,False,True,1,2,7,4,571.74
1674,Paid Ads,2025-06-27,,True,False,0,0,0,12,0.0
1675,Referrals,2025-04-25,2025-05-05,False,True,7,13,20,4,2355.34
1676,Social Media,2025-04-05,,False,True,0,0,0,8,0.0
1677,Paid Ads,2025-03-06,2025-03-14,False,True,5,8,12,12,642.94
1678,Paid Ads,2025-04-25,,True,False,0,0,0,12,0.0
1679,Paid Ads,2025-02-20,2025-02-25,True,False,3,4,4,12,188.1
1680,Paid Ads,2025-03-13,,True,False,0,0,0,12,0.0
1681,Social Media,2025-06-06,,True,False,0,0,0,8,0.0
1682,Organic Search,2025-05-11,2025-05-24,False,True,6,11,16,6,1140.23
1683,Referrals,2025-04-23,,False,True,0,0,0,4,0.0
1684,Paid Ads,2025-01-27,,True,False,0,0,0,12,0.0
1685,Social Media,2025-06-21,,True,False,0,0,0,8,0.0
1686,Referrals,2025-06-06,2025-06-17,False,True,6,7,14,4,1536.84
1687,Paid Ads,2025-06-14,2025-06-23,False,True,2,7,8,12,376.39
1688,Paid Ads,2025-06-07,,True,False,0,0,0,12,0.0
1689,Paid Ads,2025-04-10,2025-04-11,True,False,3,4,4,12,220.39
1690,Organic Search,2025-03-24,,False,True,0,0,0,6,0.0
1691,Social Media,2025-01-26,,False,True,0,0,0,8,0.0
1692,Referrals,2025-02-27,2025-02-28,True,False,1,1,1,4,103.35
1693,Social Media,2025-03-13,,False,True,0,0,0,8,0.0
1694,Referrals,2025-05-14,,False,True,0,0,0,4,0.0
1695,Referrals,2025-02-22,,True,False,0,0,0,4,0.0
1696,Social Media,2025-05-19,,False,True,0,0,0,8,0.0
1697,Social Media,2025-03-07,,False,True,0,0,0,8,0.0
1698,Paid Ads,2025-02-17,2025-02-25,True,False,2,3,3,12,184.14
1699,Paid Ads,2025-02-02,2025-02-08,True,False,2,3,3,12,172.64
1700,Social Media,2025-03-31,,False,True,0,0,0,8,0.0
1701,Referrals,2025-05-29,2025-06-10,False,True,6,8,11,4,1142.66
1702,Paid Ads,2025-05-14,,False,True,0,0,0,12,0.0
1703,Referrals,2025-02-27,2025-03-13,False,True,4,5,7,4,621.2
1704,Paid Ads,2025-01-31,,True,False,0,0,0,12,0.0
1705,Organic Search,2025-05-03,,False,True,0,0,0,6,0.0
1706,Organic Search,2025-02-09,2025-02-13,True,False,2,3,3,6,146.81
1707,Paid Ads,2025-02-04,,False,True,0,0,0,12,0.0
1708,Referrals,2025-02-07,,False,True,0,0,0,4,0.0
1709,Social Media,2025-01-06,,True,False,0,0,0,8,0.0
1710,Paid Ads,2025-06-06,2025-06-09,True,False,1,1,1,12,46.26
1711,Organic Search,2025-04-22,2025-05-03,True,False,3,4,4,6,286.03
1712,Organic Search,2025-03-13,,True,False,0,0,0,6,0.0
1713,Paid Ads,2025-01-24,,True,False,0,0,0,12,0.0
1714,Organic Search,2025-03-16,2025-03-23,False,True,3,5,12,6,1112.0
1715,Social Media,2025-01-20,,False,True,0,0,0,8,0.0
1716,Referrals,2025-01-28,2025-02-01,False,True,3,10,16,4,1333.46
1717,Referrals,2025-04-04,2025-04-18,True,False,3,3,3,4,263.84
1718,Paid Ads,2025-05-03,2025-05-12,True,False,1,2,2,12,108.75
1719,Organic Search,2025-04-30,2025-05-07,False,True,4,11,16,6,1356.57
1720,Social Media,2025-04-08,2025-04-22,True,False,3,3,3,8,131.97
1721,Organic Search,2025-06-18,2025-06-24,True,False,3,3,3,6,202.7
1722,Paid Ads,2025-06-06,,False,True,0,0,0,12,0.0
1723,Referrals,2025-06-14,2025-06-23,False,True,6,9,16,4,2130.89
1724,Social Media,2025-03-24,2025-03-30,True,False,1,2,2,8,60.14
1725,Paid Ads,2025-01-27,,True,False,0,0,0,12,0.0
1726,Referrals,2025-03-10,2025-03-21,False,True,2,6,8,4,888.24
1727,Referrals,2025-01-18,2025-01-22,True,False,1,1,1,4,73.65
1728,Referrals,2025-06-22,2025-06-29,False,True,1,5,8,4,817.46
1729,Paid Ads,2025-05-31,2025-06-09,True,False,1,2,2,12,123.16
1730,Paid Ads,2025-02-24,,False,True,0,0,0,12,0.0
1731,Organic Search,2025-03-20,,False,True,0,0,0,6,0.0
1732,Organic Search,2025-01-26,,True,False,0,0,0,6,0.0
1733,Social Media,2025-03-26,,True,False,0,0,0,8,0.0
1734,Social Media,2025-02-07,,True,False,0,0,0,8,0.0
1735,Social Media,2025-06-29,2025-07-05,True,False,1,1,1,8,39.0
1736,Referrals,2025-06-15,,False,True,0,0,0,4,0.0
1737,Paid Ads,2025-05-09,2025-05-14,True,False,2,2,2,12,85.94
1738,Referrals,2025-03-03,2025-03-14,True,False,3,3,3,4,217.25
1739,Organic Search,2025-02-02,2025-02-04,False,True,3,10,12,6,845.68
1740,Social Media,2025-05-17,,True,False,0,0,0,8,0.0
1741,Paid Ads,2025-02-01,,True,False,0,0,0,12,0.0
1742,Social Media,2025-02-15,,True,False,0,0,0,8,0.0
1743,Social Media,2025-03-25,2025-04-06,True,False,1,2,2,8,97.3
1744,Paid Ads,2025-04-27,,True,False,0,0,0,12,0.0
1745,Paid Ads,2025-01-06,,True,False,0,0,0,12,0.0
1746,Paid Ads,2025-01-30,,False,True,0,0,0,12,0.0
1747,Referrals,2025-06-22,2025-07-01,False,True,5,7,14,4,1290.84
1748,Social Media,2025-02-23,,True,False,0,0,0,8,0.0
1749,Referrals,2025-03-04,2025-03-13,False,True,3,7,11,4,768.81
1750,Social Media,2025-01-18,2025-01-22,False,True,2,6,13,8,447.37
1751,Referrals,2025-01-17,,False,True,0,0,0,4,0.0
1752,Referrals,2025-04-11,2025-04-13,False,True,4,5,6,4,403.76
1753,Social Media,2025-01-31,,False,True,0,0,0,8,0.0
1754,Referrals,2025-05-24,2025-05-30,False,True,1,5,8,4,785.64
1755,Referrals,2025-02-28,2025-03-02,False,True,2,9,10,4,576.67
1756,Social Media,2025-02-21,,False,True,0,0,0,8,0.0
1757,Organic Search,2025-03-31,,True,False,0,0,0,6,0.0
1758,Referrals,2025-03-12,2025-03-20,False,True,6,13,20,4,1941.27
1759,Social Media,2025-01-27,,False,True,0,0,0,8,0.0
1760,Referrals,2025-03-25,2025-04-02,False,True,1,2,5,4,398.2
1761,Referrals,2025-03-27,,False,True,0,0,0,4,0.0
1762,Social Media,2025-03-01,,False,True,0,0,0,8,0.0
1763,Social Media,2025-01-14,,True,False,0,0,0,8,0.0
1764,Paid Ads,2025-02-05,,False,True,0,0,0,12,0.0
1765,Social Media,2025-02-17,,True,False,0,0,0,8,0.0
1766,Paid Ads,2025-06-24,2025-07-03,True,False,2,2,2,12,73.71
1767,Social Media,2025-03-19,,True,False,0,0,0,8,0.0
1768,Social Media,2025-04-16,,True,False,0,0,0,8,0.0
1769,Organic Search,2025-02-03,2025-02-14,False,True,7,8,12,6,769.02
1770,Organic Search,2025-05-31,2025-06-09,True,False,1,2,2,6,141.32
1771,Organic Search,2025-02-21,2025-02-26,False,True,3,7,8,6,577.08
1772,Referrals,2025-03-24,2025-04-05,True,False,1,1,1,4,65.52
1773,Paid Ads,2025-02-11,,True,False,0,0,0,12,0.0
1774,Organic Search,2025-05-05,,False,True,0,0,0,6,0.0
1775,Organic Search,2025-04-14,,True,False,0,0,0,6,0.0
1776,Paid Ads,2025-03-22,,True,False,0,0,0,12,0.0
1777,Referrals,2025-02-28,,False,True,0,0,0,4,0.0
1778,Organic Search,2025-01-16,2025-01-28,False,True,7,9,14,6,1087.55
1779,Social Media,2025-06-02,,True,False,0,0,0,8,0.0
1780,Social Media,2025-06-06,,True,False,0,0,0,8,0.0
1781,Social Media,2025-05-09,2025-05-10,True,False,2,2,2,8,59.44
1782,Referrals,2025-01-11,,True,False,0,0,0,4,0.0
1783,Paid Ads,2025-01-12,2025-01-18,True,False,1,1,1,12,40.73
1784,Social Media,2025-04-06,,True,False,0,0,0,8,0.0
1785,Paid Ads,2025-01-20,,False,True,0,0,0,12,0.0
1786,Social Media,2025-06-03,,False,True,0,0,0,8,0.0
1787,Social Media,2025-02-10,2025-02-13,False,True,5,12,15,8,576.55
1788,Organic Search,2025-01-09,2025-01-23,False,True,7,11,13,6,1008.58
1789,Referrals,2025-04-06,,False,True,0,0,0,4,0.0
1790,Social Media,2025-01-14,,True,False,0,0,0,8,0.0
1791,Social Media,2025-01-05,2025-01-16,False,True,6,10,17,8,374.36
1792,Referrals,2025-01-17,2025-01-26,False,True,2,7,13,4,1567.2
1793,Social Media,2025-02-19,2025-02-20,True,False,2,3,3,8,94.09
1794,Social Media,2025-05-22,,True,False,0,0,0,8,0.0
1795,Paid Ads,2025-06-29,,False,True,0,0,0,12,0.0
1796,Organic Search,2025-03-07,,False,True,0,0,0,6,0.0
1797,Paid Ads,2025-04-08,,True,False,0,0,0,12,0.0
1798,Paid Ads,2025-03-23,2025-04-01,True,False,3,3,3,12,144.33
1799,Referrals,2025-06-29,2025-07-05,False,True,1,5,12,4,1401.37
1800,Paid Ads,2025-03-16,,True,False,0,0,0,12,0.0
1801,Paid Ads,2025-04-25,2025-04-27,False,True,4,6,10,12,535.6
1802,Referrals,2025-03-23,2025-04-05,False,True,2,5,12,4,914.85
1803,Referrals,2025-04-25,2025-04-29,False,True,3,8,15,4,1461.03
1804,Social Media,2025-02-05,2025-02-15,False,True,1,4,11,8,366.68
1805,Paid Ads,2025-06-26,,True,False,0,0,0,12,0.0
1806,Social Media,2025-01-31,2025-02-12,True,False,1,1,1,8,36.01
1807,Social Media,2025-05-09,,True,False,0,0,0,8,0.0
1808,Paid Ads,2025-05-13,,True,False,0,0,0,12,0.0
1809,Social Media,2025-02-01,2025-02-15,False,True,4,6,12,8,507.33
1810,Paid Ads,2025-06-13,,True,False,0,0,0,12,0.0
1811,Social Media,2025-02-21,2025-03-07,True,False,2,3,3,8,136.11
1812,Referrals,2025-04-05,2025-04-09,False,True,2,3,4,4,397.94
1813,Organic Search,2025-01-05,2025-01-13,True,False,1,1,1,6,77.0
1814,Organic Search,2025-06-14,2025-06-20,True,False,1,2,2,6,158.41
1815,Referrals,2025-05-27,2025-06-07,True,False,3,3,3,4,305.69
1816,Referrals,2025-05-28,2025-06-03,True,False,3,3,3,4,329.29
1817,Social Media,2025-01-29,,True,False,0,0,0,8,0.0
1818,Paid Ads,2025-04-26,2025-04-29,True,False,2,3,3,12,139.23
1819,Paid Ads,2025-02-26,2025-03-05,False,True,7,8,15,12,669.0
1820,Paid Ads,2025-03-18,,True,False,0,0,0,12,0.0
1821,Paid Ads,2025-06-15,,True,False,0,0,0,12,0.0
1822,Referrals,2025-02-10,2025-02-15,False,True,7,8,10,4,1027.74
1823,Organic Search,2025-04-06,,True,False,0,0,0,6,0.0
1824,Paid Ads,2025-01-24,2025-01-31,False,True,6,11,17,12,787.41
1825,Paid Ads,2025-01-15,2025-01-24,False,True,7,13,15,12,442.35
1826,Social Media,2025-03-24,,True,False,0,0,0,8,0.0
1827,Organic Search,2025-02-03,2025-02-12,True,False,1,1,1,6,74.47
1828,Referrals,2025-02-05,2025-02-08,False,True,4,11,12,4,476.03
1829,Social Media,2025-04-15,,True,False,0,0,0,8,0.0
1830,Social Media,2025-04-20,,True,False,0,0,0,8,0.0
1831,Social Media,2025-05-24,,True,False,0,0,0,8,0.0
1832,Paid Ads,2025-03-08,,False,True,0,0,0,12,0.0
1833,Social Media,2025-06-25,,False,True,0,0,0,8,0.0
1834,Referrals,2025-01-13,,False,True,0,0,0,4,0.0
1835,Social Media,2025-04-19,,True,False,0,0,0,8,0.0
1836,Organic Search,2025-01-21,,True,False,0,0,0,6,0.0
1837,Organic Search,2025-03-17,2025-03-23,False,True,2,5,8,6,452.93
1838,Paid Ads,2025-03-31,,True,False,0,0,0,12,0.0
1839,Organic Search,2025-05-31,2025-06-14,True,False,1,1,1,6,64.9
1840,Paid Ads,2025-01-22,,True,False,0,0,0,12,0.0
1841,Paid Ads,2025-02-12,2025-02-14,False,True,7,12,15,12,793.02
1842,Paid Ads,2025-06-17,2025-07-01,False,True,5,8,15,12,698.31
1843,Paid Ads,2025-01-15,,False,True,0,0,0,12,0.0
1844,Referrals,2025-04-05,2025-04-18,False,True,6,9,16,4,934.42
1845,Social Media,2025-03-31,,True,False,0,0,0,8,0.0
1846,Paid Ads,2025-05-02,,False,True,0,0,0,12,0.0
1847,Paid Ads,2025-06-14,,False,True,0,0,0,12,0.0
1848,Organic Search,2025-01-24,,False,True,0,0,0,6,0.0
1849,Referrals,2025-01-30,2025-02-01,True,False,3,4,4,4,326.29
1850,Paid Ads,2025-01-16,,False,True,0,0,0,12,0.0
1851,Paid Ads,2025-05-31,2025-06-01,True,False,1,2,2,12,60.03
1852,Paid Ads,2025-02-19,2025-02-26,True,False,3,4,4,12,107.94
1853,Paid Ads,2025-05-27,2025-06-03,True,False,2,2,2,12,74.05
1854,Organic Search,2025-02-20,2025-03-03,False,True,3,9,12,6,881.93
1855,Referrals,2025-05-17,2025-05-20,False,True,5,10,16,4,864.44
1856,Referrals,2025-06-15,2025-06-24,True,False,3,3,3,4,263.84
1857,Social Media,2025-05-29,2025-06-09,True,False,1,2,2,8,61.78
1858,Organic Search,2025-06-07,,True,False,0,0,0,6,0.0
1859,Organic Search,2025-03-19,,True,False,0,0,0,6,0.0
1860,Organic Search,2025-04-22,2025-05-03,False,True,7,10,17,6,1238.3
1861,Paid Ads,2025-01-07,,False,True,0,0,0,12,0.0
1862,Organic Search,2025-05-30,,False,True,0,0,0,6,0.0
1863,Paid Ads,2025-03-23,2025-04-01,True,False,3,3,3,12,87.58
1864,Paid Ads,2025-04-10,,False,True,0,0,0,12,0.0
1865,Paid Ads,2025-05-28,2025-05-29,False,True,7,13,18,12,912.56
1866,Paid Ads,2025-02-09,,True,False,0,0,0,12,0.0
1867,Organic Search,2025-04-23,,False,True,0,0,0,6,0.0
1868,Social Media,2025-01-31,2025-02-05,False,True,2,4,7,8,300.09
1869,Referrals,2025-01-03,2025-01-17,False,True,3,4,10,4,1045.05
1870,Paid Ads,2025-06-05,,False,True,0,0,0,12,0.0
1871,Paid Ads,2025-04-05,,True,False,0,0,0,12,0.0
1872,Organic Search,2025-03-16,2025-03-17,False,True,4,10,11,6,953.17
1873,Paid Ads,2025-02-23,,False,True,0,0,0,12,0.0
1874,Organic Search,2025-03-20,,True,False,0,0,0,6,0.0
1875,Paid Ads,2025-02-27,,True,False,0,0,0,12,0.0
1876,Paid Ads,2025-06-24,2025-07-08,True,False,1,1,1,12,56.96
1877,Social Media,2025-02-19,,False,True,0,0,0,8,0.0
1878,Paid Ads,2025-05-22,,True,False,0,0,0,12,0.0
1879,Paid Ads,2025-02-13,2025-02-24,True,False,2,3,3,12,104.69
1880,Referrals,2025-06-08,,False,True,0,0,0,4,0.0
1881,Organic Search,2025-04-05,,False,True,0,0,0,6,0.0
1882,Organic Search,2025-03-28,2025-04-10,True,False,3,4,4,6,298.23
1883,Referrals,2025-06-18,2025-06-22,True,False,2,2,2,4,227.84
1884,Social Media,2025-01-10,2025-01-14,False,True,6,7,8,8,302.25
1885,Referrals,2025-01-24,2025-02-02,False,True,2,6,11,4,1230.52
1886,Paid Ads,2025-02-28,,True,False,0,0,0,12,0.0
1887,Referrals,2025-04-07,2025-04-18,False,True,5,11,15,4,1720.71
1888,Paid Ads,2025-04-23,,True,False,0,0,0,12,0.0
1889,Referrals,2025-06-25,,True,False,0,0,0,4,0.0
1890,Paid Ads,2025-03-08,,True,False,0,0,0,12,0.0
1891,Organic Search,2025-03-30,,False,True,0,0,0,6,0.0
1892,Paid Ads,2025-05-17,2025-05-25,True,False,2,3,3,12,155.67
1893,Social Media,2025-04-26,,True,False,0,0,0,8,0.0
1894,Social Media,2025-04-27,2025-05-04,True,False,2,3,3,8,97.15
1895,Referrals,2025-04-26,2025-05-09,True,False,1,2,2,4,205.69
1896,Organic Search,2025-04-12,2025-04-13,True,False,3,4,4,6,213.23
1897,Paid Ads,2025-02-25,2025-02-28,True,False,3,4,4,12,203.22
1898,Organic Search,2025-06-06,2025-06-08,True,False,3,4,4,6,286.0
1899,Paid Ads,2025-01-30,2025-01-31,False,True,6,11,12,12,653.11
1900,Referrals,2025-06-23,,False,True,0,0,0,4,0.0
1901,Referrals,2025-01-23,2025-01-25,True,False,3,3,3,4,217.96
1902,Referrals,2025-03-12,2025-03-19,True,False,2,3,3,4,263.8
1903,Organic Search,2025-01-16,2025-01-18,True,False,2,3,3,6,159.33
1904,Referrals,2025-06-25,2025-07-07,False,True,6,11,13,4,1038.39
1905,Referrals,2025-06-28,,True,False,0,0,0,4,0.0
1906,Organic Search,2025-01-26,2025-02-02,True,False,3,4,4,6,289.77
1907,Referrals,2025-06-27,2025-07-02,True,False,2,3,3,4,332.5
1908,Organic Search,2025-02-24,2025-03-01,True,False,1,2,2,6,156.75
1909,Paid Ads,2025-04-21,2025-04-30,False,True,2,9,15,12,814.63
1910,Paid Ads,2025-02-16,,False,True,0,0,0,12,0.0
1911,Referrals,2025-02-08,2025-02-22,False,True,1,6,8,4,492.45
1912,Referrals,2025-01-30,2025-02-06,False,True,3,5,12,4,1288.37
1913,Paid Ads,2025-05-22,2025-05-26,True,False,1,1,1,12,42.39
1914,Paid Ads,2025-04-26,,False,True,0,0,0,12,0.0
1915,Paid Ads,2025-01-30,2025-02-06,True,False,3,4,4,12,166.83
1916,Organic Search,2025-06-04,,True,False,0,0,0,6,0.0
1917,Paid Ads,2025-01-30,2025-02-05,True,False,2,2,2,12,80.26
1918,Paid Ads,2025-06-16,2025-06-30,True,False,3,3,3,12,166.71
1919,Referrals,2025-01-25,2025-02-04,False,True,5,7,14,4,1254.54
1920,Referrals,2025-01-16,,True,False,0,0,0,4,0.0
1921,Organic Search,2025-03-16,,False,True,0,0,0,6,0.0
1922,Organic Search,2025-03-22,2025-03-30,True,False,3,3,3,6,243.65
1923,Social Media,2025-03-15,2025-03-22,True,False,1,2,2,8,61.02
1924,Referrals,2025-06-22,2025-06-24,True,False,1,2,2,4,157.69
1925,Paid Ads,2025-03-22,,True,False,0,0,0,12,0.0
1926,Social Media,2025-02-27,,True,False,0,0,0,8,0.0
1927,Referrals,2025-02-20,2025-02-21,False,True,5,11,12,4,1213.9
1928,Social Media,2025-06-27,,False,True,0,0,0,8,0.0
1929,Paid Ads,2025-01-03,,False,True,0,0,0,12,0.0
1930,Referrals,2025-03-25,2025-04-05,False,True,2,6,7,4,581.6
1931,Paid Ads,2025-06-03,2025-06-08,True,False,2,3,3,12,112.36
1932,Referrals,2025-05-28,2025-06-08,False,True,4,7,8,4,575.68
1933,Social Media,2025-03-15,,False,True,0,0,0,8,0.0
1934,Social Media,2025-05-31,2025-06-02,True,False,1,2,2,8,78.2
1935,Organic Search,2025-04-22,2025-05-05,False,True,7,9,11,6,1012.12
1936,Paid Ads,2025-03-08,2025-03-12,True,False,3,3,3,12,137.95
1937,Paid Ads,2025-01-31,,False,True,0,0,0,12,0.0
1938,Referrals,2025-01-18,2025-01-22,False,True,4,9,10,4,741.53
1939,Organic Search,2025-06-04,,True,False,0,0,0,6,0.0
1940,Paid Ads,2025-02-01,,False,True,0,0,0,12,0.0
1941,Referrals,2025-03-21,,True,False,0,0,0,4,0.0
1942,Organic Search,2025-04-17,2025-04-20,True,False,1,2,2,6,164.97
1943,Organic Search,2025-01-18,2025-01-30,False,True,5,12,14,6,831.08
1944,Social Media,2025-05-18,2025-05-22,True,False,2,3,3,8,97.81
1945,Organic Search,2025-03-03,2025-03-04,True,False,1,1,1,6,46.81
1946,Organic Search,2025-04-19,,True,False,0,0,0,6,0.0
1947,Organic Search,2025-02-28,2025-03-12,True,False,3,4,4,6,239.92
1948,Paid Ads,2025-06-23,,True,False,0,0,0,12,0.0
1949,Paid Ads,2025-01-19,2025-01-27,False,True,4,10,13,12,706.11
1950,Referrals,2025-06-29,2025-07-01,False,True,1,6,13,4,1035.79
1951,Organic Search,2025-04-10,2025-04-14,True,False,3,3,3,6,185.87
1952,Paid Ads,2025-01-22,2025-02-01,True,False,2,3,3,12,158.54
1953,Social Media,2025-03-15,,False,True,0,0,0,8,0.0
1954,Paid Ads,2025-06-02,2025-06-12,True,False,2,2,2,12,98.01
1955,Organic Search,2025-06-25,2025-06-28,True,False,3,4,4,6,314.12
1956,Social Media,2025-05-02,,True,False,0,0,0,8,0.0
1957,Referrals,2025-01-14,2025-01-20,False,True,1,6,7,4,671.07
1958,Organic Search,2025-05-28,2025-05-29,False,True,4,5,12,6,811.47
1959,Social Media,2025-05-09,,False,True,0,0,0,8,0.0
1960,Social Media,2025-06-10,2025-06-14,True,False,2,3,3,8,112.23
1961,Referrals,2025-03-29,2025-04-07,False,True,1,6,10,4,688.89
1962,Referrals,2025-01-07,2025-01-15,False,True,5,10,15,4,627.23
1963,Referrals,2025-02-08,,True,False,0,0,0,4,0.0
1964,Paid Ads,2025-02-15,,True,False,0,0,0,12,0.0
1965,Paid Ads,2025-02-17,,False,True,0,0,0,12,0.0
1966,Organic Search,2025-04-12,2025-04-21,False,True,6,12,17,6,1285.54
1967,Social Media,2025-02-18,,True,False,0,0,0,8,0.0
1968,Organic Search,2025-06-09,2025-06-16,False,True,3,8,12,6,1264.77
1969,Referrals,2025-04-19,2025-05-03,True,False,3,3,3,4,335.03
1970,Referrals,2025-04-15,2025-04-28,False,True,5,11,13,4,1029.13
1971,Organic Search,2025-06-20,2025-06-23,True,False,3,4,4,6,245.03
1972,Organic Search,2025-01-31,,True,False,0,0,0,6,0.0
1973,Social Media,2025-03-28,,True,False,0,0,0,8,0.0
1974,Referrals,2025-06-26,2025-06-27,False,True,2,9,16,4,1953.74
1975,Referrals,2025-06-28,2025-07-10,False,True,1,6,10,4,615.94
1976,Paid Ads,2025-03-13,2025-03-24,False,True,5,10,14,12,598.36
1977,Social Media,2025-01-03,2025-01-10,False,True,7,12,15,8,613.19
1978,Paid Ads,2025-04-28,,True,False,0,0,0,12,0.0
1979,Organic Search,2025-03-31,2025-04-09,False,True,2,4,8,6,602.7
1980,Social Media,2025-05-30,,False,True,0,0,0,8,0.0
1981,Social Media,2025-01-01,,False,True,0,0,0,8,0.0
1982,Paid Ads,2025-02-09,,True,False,0,0,0,12,0.0
1983,Social Media,2025-05-14,2025-05-26,False,True,7,10,16,8,611.0
1984,Paid Ads,2025-05-09,,False,True,0,0,0,12,0.0
1985,Paid Ads,2025-01-27,2025-01-30,True,False,3,4,4,12,199.38
1986,Referrals,2025-06-20,2025-06-23,False,True,3,7,8,4,585.95
1987,Social Media,2025-03-15,2025-03-23,True,False,3,4,4,8,176.46
1988,Referrals,2025-03-16,2025-03-20,False,True,6,12,14,4,1550.42
1989,Paid Ads,2025-06-12,,True,False,0,0,0,12,0.0
1990,Paid Ads,2025-04-30,,False,True,0,0,0,12,0.0
1991,Referrals,2025-05-07,2025-05-14,True,False,3,3,3,4,273.3
1992,Referrals,2025-03-14,2025-03-20,False,True,7,8,15,4,1495.69
1993,Paid Ads,2025-01-24,2025-02-06,False,True,1,6,11,12,589.42
1994,Paid Ads,2025-01-06,,False,True,0,0,0,12,0.0
1995,Organic Search,2025-05-27,2025-06-07,True,False,2,2,2,6,116.74
1996,Paid Ads,2025-05-22,,False,True,0,0,0,12,0.0
1997,Social Media,2025-02-05,,True,False,0,0,0,8,0.0
1998,Paid Ads,2025-03-15,,True,False,0,0,0,12,0.0
1999,Organic Search,2025-05-03,,False,True,0,0,0,6,0.0
2000,Paid Ads,2025-04-09,2025-04-20,True,False,1,2,2,12,95.75
2001,Referrals,2025-06-11,2025-06-20,False,True,1,4,10,4,1182.07
2002,Organic Search,2025-03-06,2025-03-15,True,False,2,3,3,6,180.27
2003,Organic Search,2025-05-29,2025-06-01,True,False,2,3,3,6,191.36
2004,Referrals,2025-01-07,2025-01-13,False,True,1,5,12,4,783.3
2005,Referrals,2025-02-16,2025-02-18,False,True,2,3,10,4,658.81
2006,Paid Ads,2025-01-13,2025-01-19,True,False,1,2,2,12,94.85
2007,Referrals,2025-02-07,2025-02-21,False,True,1,3,6,4,551.56
2008,Organic Search,2025-02-24,,False,True,0,0,0,6,0.0
2009,Social Media,2025-04-25,,True,False,0,0,0,8,0.0
2010,Paid Ads,2025-05-13,,False,True,0,0,0,12,0.0
2011,Social Media,2025-03-18,2025-04-01,True,False,1,1,1,8,44.14
2012,Social Media,2025-06-17,,False,True,0,0,0,8,0.0
2013,Organic Search,2025-04-14,,True,False,0,0,0,6,0.0
2014,Paid Ads,2025-01-03,,True,False,0,0,0,12,0.0
2015,Referrals,2025-02-19,2025-03-01,False,True,1,7,13,4,1203.46
2016,Paid Ads,2025-03-08,2025-03-16,True,False,1,1,1,12,33.57
2017,Paid Ads,2025-05-20,2025-05-23,False,True,6,7,12,12,549.88
2018,Organic Search,2025-01-17,,False,True,0,0,0,6,0.0
